Type,Family,Model Name,Input Size,Accuracy
TBD,TBD,vit_base_patch32_224.augreg_in1k,224,74.906
TBD,TBD,vit_base_patch32_224.augreg_in21k_ft_in1k,224,80.736
TBD,TBD,vit_base_patch32_224.sam_in1k,224,73.706
TBD,TBD,vit_base_patch32_384.augreg_in1k,384,78.754
TBD,TBD,vit_base_patch32_384.augreg_in21k_ft_in1k,384,83.352
TBD,TBD,vit_base_patch32_clip_224.laion2b_ft_in12k_in1k,224,83.306
TBD,TBD,vit_base_patch32_clip_224.laion2b_ft_in1k,224,82.63
TBD,TBD,vit_base_patch32_clip_224.openai_ft_in1k,224,81.946
TBD,TBD,vit_base_patch32_clip_384.laion2b_ft_in12k_in1k,384,85.41
TBD,TBD,vit_base_patch32_clip_384.openai_ft_in12k_in1k,384,85.226
TBD,TBD,vit_base_patch32_clip_448.laion2b_ft_in12k_in1k,448,85.8
TBD,TBD,vit_base_patch8_224.augreg_in21k_ft_in1k,224,85.836
TBD,TBD,vit_base_patch8_224.augreg2_in21k_ft_in1k,224,86.228
TBD,TBD,vit_base_r50_s16_384.orig_in21k_ft_in1k,384,84.994
TBD,TBD,vit_betwixt_patch16_reg1_gap_256.sbb_in1k,256,83.644
TBD,TBD,vit_betwixt_patch16_reg4_gap_256.sbb_in12k_ft_in1k,256,85.424
TBD,TBD,vit_betwixt_patch16_reg4_gap_256.sbb_in1k,256,83.708
TBD,TBD,vit_betwixt_patch16_reg4_gap_256.sbb2_e200_in12k_ft_in1k,256,85.728
TBD,TBD,vit_betwixt_patch16_reg4_gap_384.sbb2_e200_in12k_ft_in1k,384,86.602
TBD,TBD,vit_betwixt_patch16_rope_reg4_gap_256.sbb_in1k,256,83.91
TBD,TBD,vit_huge_patch14_clip_224.laion2b_ft_in12k_in1k,224,88.278
TBD,TBD,vit_huge_patch14_clip_224.laion2b_ft_in1k,224,87.624
TBD,TBD,vit_huge_patch14_clip_336.laion2b_ft_in12k_in1k,336,88.628
TBD,TBD,vit_large_patch14_clip_224.laion2b_ft_in12k_in1k,224,87.898
TBD,TBD,vit_large_patch14_clip_224.laion2b_ft_in1k,224,87.298
TBD,TBD,vit_large_patch14_clip_224.openai_ft_in12k_in1k,224,88.162
TBD,TBD,vit_large_patch14_clip_224.openai_ft_in1k,224,87.86
TBD,TBD,vit_large_patch14_clip_336.laion2b_ft_in12k_in1k,336,88.192
TBD,TBD,vit_large_patch14_clip_336.laion2b_ft_in1k,336,87.866
TBD,TBD,vit_large_patch14_clip_336.openai_ft_in12k_in1k,336,88.264
TBD,TBD,vit_large_patch16_224.augreg_in21k_ft_in1k,224,85.85
TBD,TBD,vit_large_patch16_384.augreg_in21k_ft_in1k,384,87.094
TBD,TBD,vit_large_patch32_384.orig_in21k_ft_in1k,384,81.506
TBD,TBD,vit_large_r50_s32_224.augreg_in21k_ft_in1k,224,84.432
TBD,TBD,vit_large_r50_s32_384.augreg_in21k_ft_in1k,384,86.184
TBD,TBD,vit_little_patch16_reg1_gap_256.sbb_in12k_ft_in1k,256,83.802
TBD,TBD,vit_little_patch16_reg4_gap_256.sbb_in1k,256,82.514
TBD,TBD,vit_medium_patch16_gap_256.sw_in12k_ft_in1k,256,84.45
TBD,TBD,vit_medium_patch16_gap_384.sw_in12k_ft_in1k,384,85.554
TBD,TBD,vit_medium_patch16_reg1_gap_256.sbb_in1k,256,83.458
TBD,TBD,vit_medium_patch16_reg4_gap_256.sbb_in12k_ft_in1k,256,84.944
TBD,TBD,vit_medium_patch16_reg4_gap_256.sbb_in1k,256,83.468
TBD,TBD,vit_medium_patch16_rope_reg1_gap_256.sbb_in1k,256,83.812
TBD,TBD,vit_mediumd_patch16_reg4_gap_256.sbb_in12k_ft_in1k,256,86.208
TBD,TBD,vit_mediumd_patch16_reg4_gap_256.sbb2_e200_in12k_ft_in1k,256,86.604
TBD,TBD,vit_mediumd_patch16_reg4_gap_384.sbb2_e200_in12k_ft_in1k,384,87.436
TBD,TBD,vit_mediumd_patch16_rope_reg1_gap_256.sbb_in1k,256,84.322
TBD,TBD,vit_pwee_patch16_reg1_gap_256.sbb_in1k,256,80.078
TBD,TBD,vit_relpos_base_patch16_224.sw_in1k,224,82.476
TBD,TBD,vit_relpos_base_patch16_clsgap_224.sw_in1k,224,82.762
TBD,TBD,vit_relpos_base_patch32_plus_rpn_256.sw_in1k,256,79.496
TBD,TBD,vit_relpos_medium_patch16_224.sw_in1k,224,82.466
TBD,TBD,vit_relpos_medium_patch16_cls_224.sw_in1k,224,82.572
TBD,TBD,vit_relpos_medium_patch16_rpn_224.sw_in1k,224,82.308
TBD,TBD,vit_relpos_small_patch16_224.sw_in1k,224,81.476
TBD,TBD,vit_small_patch16_224.augreg_in1k,224,78.842
TBD,TBD,vit_small_patch16_224.augreg_in21k_ft_in1k,224,81.414
TBD,TBD,vit_small_patch16_384.augreg_in1k,384,81.134
TBD,TBD,vit_small_patch16_384.augreg_in21k_ft_in1k,384,83.804
TBD,TBD,vit_small_patch32_224.augreg_in21k_ft_in1k,224,75.996
TBD,TBD,vit_small_patch32_384.augreg_in21k_ft_in1k,384,80.482
TBD,TBD,vit_small_r26_s32_224.augreg_in21k_ft_in1k,224,81.844
TBD,TBD,vit_small_r26_s32_384.augreg_in21k_ft_in1k,384,84.074
TBD,TBD,vit_srelpos_medium_patch16_224.sw_in1k,224,82.25
TBD,TBD,vit_srelpos_small_patch16_224.sw_in1k,224,81.108
TBD,TBD,vit_tiny_patch16_224.augreg_in21k_ft_in1k,224,75.452
TBD,TBD,vit_tiny_patch16_384.augreg_in21k_ft_in1k,384,78.446
TBD,TBD,vit_tiny_r_s16_p8_224.augreg_in21k_ft_in1k,224,71.82
TBD,TBD,vit_tiny_r_s16_p8_384.augreg_in21k_ft_in1k,384,75.962
TBD,TBD,vit_wee_patch16_reg1_gap_256.sbb_in1k,256,80.268
TBD,TBD,volo_d1_224.sail_in1k,224,84.152
TBD,TBD,volo_d1_384.sail_in1k,384,85.266
TBD,TBD,volo_d2_224.sail_in1k,224,85.202
TBD,TBD,volo_d2_384.sail_in1k,384,86.058
TBD,TBD,volo_d3_224.sail_in1k,224,85.442
TBD,TBD,volo_d3_448.sail_in1k,448,86.512
TBD,TBD,volo_d4_224.sail_in1k,224,85.872
TBD,TBD,volo_d4_448.sail_in1k,448,86.79
TBD,TBD,volo_d5_224.sail_in1k,224,86.078
TBD,TBD,volo_d5_448.sail_in1k,448,86.978
TBD,TBD,volo_d5_512.sail_in1k,512,87.066
TBD,TBD,wide_resnet101_2.tv_in1k,224,78.848
TBD,TBD,wide_resnet101_2.tv2_in1k,224,82.516
TBD,TBD,wide_resnet101_2.tv2_in1k,176,80.488
TBD,TBD,wide_resnet50_2.racm_in1k,288,82.266
TBD,TBD,wide_resnet50_2.racm_in1k,224,81.488
TBD,TBD,wide_resnet50_2.tv_in1k,224,78.48
TBD,TBD,wide_resnet50_2.tv2_in1k,224,81.598
TBD,TBD,wide_resnet50_2.tv2_in1k,176,80.436
TBD,TBD,xception41.tf_in1k,299,78.524
TBD,TBD,xception41p.ra3_in1k,299,81.98
TBD,TBD,xception65.ra3_in1k,299,83.184
TBD,TBD,xception65.tf_in1k,299,79.554
TBD,TBD,xception65p.ra3_in1k,299,83.164
TBD,TBD,xception71.tf_in1k,299,79.908
TBD,TBD,xcit_large_24_p16_224.fb_dist_in1k,224,84.936
TBD,TBD,xcit_large_24_p16_224.fb_in1k,224,82.89
TBD,TBD,xcit_large_24_p16_384.fb_dist_in1k,384,85.776
TBD,TBD,xcit_large_24_p8_224.fb_dist_in1k,224,85.402
TBD,TBD,xcit_large_24_p8_224.fb_in1k,224,84.386
TBD,TBD,xcit_large_24_p8_384.fb_dist_in1k,384,86.026
TBD,TBD,xcit_medium_24_p16_224.fb_dist_in1k,224,84.288
TBD,TBD,xcit_medium_24_p16_224.fb_in1k,224,82.632
TBD,TBD,xcit_medium_24_p16_384.fb_dist_in1k,384,85.434
TBD,TBD,xcit_medium_24_p8_224.fb_dist_in1k,224,85.076
TBD,TBD,xcit_medium_24_p8_224.fb_in1k,224,83.742
TBD,TBD,xcit_medium_24_p8_384.fb_dist_in1k,384,85.842
TBD,TBD,xcit_nano_12_p16_224.fb_dist_in1k,224,72.318
TBD,TBD,xcit_nano_12_p16_224.fb_in1k,224,69.982
TBD,TBD,xcit_nano_12_p16_384.fb_dist_in1k,384,75.468
TBD,TBD,xcit_nano_12_p8_224.fb_dist_in1k,224,76.328
TBD,TBD,xcit_nano_12_p8_224.fb_in1k,224,73.9
TBD,TBD,xcit_nano_12_p8_384.fb_dist_in1k,384,77.82
TBD,TBD,xcit_small_12_p16_224.fb_dist_in1k,224,83.354
TBD,TBD,xcit_small_12_p16_224.fb_in1k,224,81.982
TBD,TBD,xcit_small_12_p16_384.fb_dist_in1k,384,84.736
TBD,TBD,xcit_small_12_p8_224.fb_dist_in1k,224,84.25
TBD,TBD,xcit_small_12_p8_224.fb_in1k,224,83.356
TBD,TBD,xcit_small_12_p8_384.fb_dist_in1k,384,85.072
TBD,TBD,xcit_small_24_p16_224.fb_dist_in1k,224,83.878
TBD,TBD,xcit_small_24_p16_224.fb_in1k,224,82.58
TBD,TBD,xcit_small_24_p16_384.fb_dist_in1k,384,85.102
TBD,TBD,xcit_small_24_p8_224.fb_dist_in1k,224,84.876
TBD,TBD,xcit_small_24_p8_224.fb_in1k,224,83.854
TBD,TBD,xcit_small_24_p8_384.fb_dist_in1k,384,85.582
TBD,TBD,xcit_tiny_12_p16_224.fb_dist_in1k,224,78.578
TBD,TBD,xcit_tiny_12_p16_224.fb_in1k,224,77.142
TBD,TBD,xcit_tiny_12_p16_384.fb_dist_in1k,384,80.952
TBD,TBD,xcit_tiny_12_p8_224.fb_dist_in1k,224,81.212
TBD,TBD,xcit_tiny_12_p8_224.fb_in1k,224,79.712
TBD,TBD,xcit_tiny_12_p8_384.fb_dist_in1k,384,82.392
TBD,TBD,xcit_tiny_24_p16_224.fb_dist_in1k,224,80.466
TBD,TBD,xcit_tiny_24_p16_224.fb_in1k,224,79.458
TBD,TBD,xcit_tiny_24_p16_384.fb_dist_in1k,384,82.58
TBD,TBD,xcit_tiny_24_p8_224.fb_dist_in1k,224,82.58
TBD,TBD,xcit_tiny_24_p8_224.fb_in1k,224,81.89
TBD,TBD,xcit_tiny_24_p8_384.fb_dist_in1k,384,83.784
