model_name,input_size_csv,input_size_cfg,crop_pct_csv,crop_pct_cfg,params_csv,params_tinfo,macs_tinfo,params_ptflops,macs_ptflops,activations
rdnet_tiny.nv_in1k,224,224,0.9,0.9,23.86,23863008,5048679672,23863008,5061330264,40901864
regnetv_040.ra3_in1k,288,224,1.0,0.95,20.64,20640640,6565774432,20640640,6585076632,97467592
regnetv_040.ra3_in1k,224,224,0.95,0.95,20.64,20640640,3973301344,20640640,3984978840,58975432
regnetv_064.ra3_in1k,288,224,1.0,0.95,30.58,30576052,10502274420,30576052,10532109968,133594084
regnetv_064.ra3_in1k,224,224,0.95,0.95,30.58,30576052,6355221876,30576052,6373271696,80833508
regnetx_002.pycls_in1k,224,224,0.875,0.875,2.68,2684792,199040872,2684792,203069064,12661584
regnetx_004.pycls_in1k,224,224,0.875,0.875,5.16,5157512,397678568,5157512,403599336,18965792
regnetx_004_tv.tv2_in1k,224,224,0.965,0.965,5.5,5495976,413813608,5495976,419797096,19170480
regnetx_006.pycls_in1k,224,224,0.875,0.875,6.2,6196040,600891112,6196040,608293640,23865584
regnetx_008.pycls_in1k,224,224,0.875,0.875,7.26,7259656,799700712,7259656,809281192,31086016
regnetx_008.tv2_in1k,224,224,0.965,0.965,7.26,7259656,799700712,7259656,809281192,31086016
regnetx_016.pycls_in1k,224,224,0.875,0.875,9.19,9190136,1602850792,9190136,1617840872,49052336
regnetx_016.tv2_in1k,224,224,0.965,0.965,9.19,9190136,1602850792,9190136,1617840872,49052336
regnetx_032.pycls_in1k,224,224,0.875,0.875,15.3,15296552,3176622952,15296552,3198283304,71260304
regnetx_032.tv2_in1k,224,224,0.965,0.965,15.3,15296552,3176622952,15296552,3198283304,71260304
regnetx_040.pycls_in1k,224,224,0.875,0.875,22.12,22118248,3964499816,22118248,3987803432,76641520
regnetx_064.pycls_in1k,224,224,0.875,0.875,26.21,26209256,6460292264,26209256,6491054072,101429912
regnetx_080.pycls_in1k,224,224,0.875,0.875,39.57,39572648,7995133416,39572648,8022090472,88666400
regnetx_080.tv2_in1k,224,224,0.965,0.965,39.57,39572648,7995133416,39572648,8022090472,88666400
regnetx_120.pycls_in1k,224,224,0.875,0.875,46.11,46106056,12086679016,46106056,12126951528,132963680
regnetx_160.pycls_in1k,224,224,0.875,0.875,54.28,54278536,15940756456,54278536,15989025768,159672224
regnetx_160.tv2_in1k,224,224,0.965,0.965,54.28,54278536,15940756456,54278536,15989025768,159672224
regnetx_320.pycls_in1k,224,224,0.875,0.875,107.81,107811560,31735930792,107811560,31804845176,228359960
regnetx_320.tv2_in1k,224,224,0.965,0.965,107.81,107811560,31735930792,107811560,31804845176,228359960
regnety_002.pycls_in1k,224,224,0.875,0.875,3.16,3162996,199519076,3162996,203548732,12670308
regnety_004.pycls_in1k,224,224,0.875,0.875,4.34,4344144,401849056,4344144,409077888,23315656
regnety_004.tv2_in1k,224,224,0.965,0.965,4.34,4344144,401849056,4344144,409077888,23315656
regnety_006.pycls_in1k,224,224,0.875,0.875,6.06,6055160,601227608,6055160,609307960,26108624
regnety_008.pycls_in1k,224,224,0.875,0.875,6.26,6263168,797183328,6263168,806944464,31667528
regnety_008_tv.tv2_in1k,224,224,0.965,0.965,6.43,6432512,833862848,6432512,843940752,32719144
regnety_016.pycls_in1k,224,224,0.875,0.875,11.2,11202430,1612087326,11202430,1627537418,50602058
regnety_016.tv2_in1k,224,224,0.965,0.965,11.2,11202430,1612087326,11202430,1627537418,50602058
regnety_032.pycls_in1k,224,224,0.875,0.875,19.44,19436338,3176496162,19436338,3197984486,70561382
regnety_032.ra_in1k,288,224,1.0,0.95,19.44,19436338,5248252962,19436338,5283771622,116618086
regnety_032.ra_in1k,224,224,0.95,0.95,19.44,19436338,3176496162,19436338,3197984486,70561382
regnety_032.tv2_in1k,224,224,0.965,0.965,19.44,19436338,3176496162,19436338,3197984486,70561382
regnety_040.pycls_in1k,224,224,0.875,0.875,20.65,20646656,3973301344,20646656,3996549712,76543304
regnety_040.ra3_in1k,288,224,1.0,0.95,20.65,20646656,6565774432,20646656,6604202576,126508360
regnety_040.ra3_in1k,224,224,0.95,0.95,20.65,20646656,3973301344,20646656,3996549712,76543304
regnety_064.pycls_in1k,224,224,0.875,0.875,30.58,30583252,6355221876,30583252,6386427788,103015220
regnety_064.ra3_in1k,288,224,1.0,0.95,30.58,30583252,10502274420,30583252,10553855884,170261812
regnety_064.ra3_in1k,224,224,0.95,0.95,30.58,30583252,6355221876,30583252,6386427788,103015220
regnety_080.pycls_in1k,224,224,0.875,0.875,39.18,39180068,7963074196,39180068,7996876428,111473396
regnety_080.ra3_in1k,288,224,1.0,0.95,39.18,39180068,13158809236,39180068,13214682764,184241908
regnety_080.ra3_in1k,224,224,0.95,0.95,39.18,39180068,7963074196,39180068,7996876428,111473396
regnety_080_tv.tv2_in1k,224,224,0.965,0.965,39.38,39381472,8473087616,39381472,8510050992,122010664
regnety_120.pycls_in1k,224,224,0.875,0.875,51.82,51822544,12092395504,51822544,12132674304,133002680
regnety_120.sw_in12k_ft_in1k,288,224,1.0,0.95,51.82,51822544,19984273392,51822544,20050852608,219827640
regnety_120.sw_in12k_ft_in1k,224,224,0.95,0.95,51.82,51822544,12092395504,51822544,12132674304,133002680
regnety_1280.seer_ft_in1k,384,384,1.0,1.0,644.81,644812894,374570087070,644812894,374972403610,1333168138
regnety_1280.swag_ft_in1k,384,384,1.0,1.0,644.81,644812894,374570087070,644812894,374972403610,1333168138
regnety_1280.swag_lc_in1k,224,224,0.965,0.965,644.81,644812894,127517896350,644812894,127654814810,453784298
regnety_160.deit_in1k,288,224,1.0,0.95,83.59,83590140,26294148572,83590140,26365973028,236960140
regnety_160.deit_in1k,224,224,0.95,0.95,83.59,83590140,15911534044,83590140,15954986532,143372172
regnety_160.lion_in12k_ft_in1k,288,224,1.0,0.95,83.59,83590140,26294148572,83590140,26365973028,236960140
regnety_160.lion_in12k_ft_in1k,224,224,0.95,0.95,83.59,83590140,15911534044,83590140,15954986532,143372172
regnety_160.pycls_in1k,224,224,0.875,0.875,83.59,83590140,15911534044,83590140,15954986532,143372172
regnety_160.sw_in12k_ft_in1k,288,224,1.0,0.95,83.59,83590140,26294148572,83590140,26365973028,236960140
regnety_160.sw_in12k_ft_in1k,224,224,0.95,0.95,83.59,83590140,15911534044,83590140,15954986532,143372172
regnety_160.swag_ft_in1k,384,384,1.0,1.0,83.59,83590140,46734920924,83590140,46862602692,421211452
regnety_160.swag_lc_in1k,224,224,0.965,0.965,83.59,83590140,15911534044,83590140,15954986532,143372172
regnety_160.tv2_in1k,224,224,0.965,0.965,83.59,83590140,15911534044,83590140,15954986532,143372172
regnety_2560.seer_ft_in1k,384,384,1.0,1.0,1282.60,1282601138,747236487738,1282601138,747803938140,1881168073
regnety_320.pycls_in1k,224,224,0.875,0.875,145.05,145046770,32279583362,145046770,32336963686,189616646
regnety_320.seer_ft_in1k,384,384,1.0,1.0,145.05,145046770,94826488962,145046770,94995096806,557079686
regnety_320.swag_ft_in1k,384,384,1.0,1.0,145.05,145046770,94826488962,145046770,94995096806,557079686
regnety_320.swag_lc_in1k,224,224,0.965,0.965,145.05,145046770,32279583362,145046770,32336963686,189616646
regnety_320.tv2_in1k,224,224,0.965,0.965,145.05,145046770,32279583362,145046770,32336963686,189616646
regnety_640.seer_ft_in1k,384,384,1.0,1.0,281.38,281378786,188220987634,281378786,188457726726,783214622
regnetz_040.ra3_in1k,320,256,1.0,1.0,27.12,27116800,6271130304,27116800,6305767192,214440360
regnetz_040.ra3_in1k,256,256,1.0,1.0,27.12,27116800,4015422144,27116800,4037590360,137266728
regnetz_040_h.ra3_in1k,320,256,1.0,1.0,28.94,28938880,6353239104,28938880,6388178392,215159592
regnetz_040_h.ra3_in1k,256,256,1.0,1.0,28.94,28938880,4068334656,28938880,4090696408,137728488
regnetz_b16.ra3_in1k,288,224,1.0,0.94,9.72,9715480,2361499704,9715480,2376133912,103455568
regnetz_b16.ra3_in1k,224,224,0.94,0.94,9.72,9715480,1430216760,9715480,1439071512,62598992
regnetz_c16.ra3_in1k,320,256,1.0,0.94,13.46,13459880,3864470600,13459880,3888131592,160267200
regnetz_c16.ra3_in1k,256,256,0.94,0.94,13.46,13459880,2475508808,13459880,2490654216,102587712
regnetz_c16_evos.ch_in1k,320,256,0.95,0.95,13.49,13487816,3864533576,13487816,3864786360,108542400
regnetz_c16_evos.ch_in1k,256,256,0.95,0.95,13.49,13487816,2475571784,13487816,2475713976,69483840
regnetz_d32.ra3_in1k,320,256,0.95,0.95,27.58,27576288,9258719976,27576288,9292342504,234291872
regnetz_d32.ra3_in1k,256,256,0.95,0.95,27.58,27576288,5929679592,27576288,5951201512,149970080
regnetz_d8.ra3_in1k,320,256,1.0,0.94,23.37,23373792,6117907176,23373792,6151529704,234291872
regnetz_d8.ra3_in1k,256,256,0.94,0.94,23.37,23373792,3919559400,23373792,3941081320,149970080
regnetz_d8_evos.ch_in1k,320,256,1.0,0.95,23.46,23464296,7030383336,23464296,7030662184,165709472
regnetz_d8_evos.ch_in1k,256,256,0.95,0.95,23.46,23464296,4503577320,23464296,4503727144,106077344
regnetz_e8.ra3_in1k,320,256,1.0,0.94,57.7,57698176,15334323400,57698176,15391736712,406332608
regnetz_e8.ra3_in1k,256,256,0.94,0.94,57.7,57698176,9823966408,57698176,9860717448,260093120
repghostnet_050.in1k,224,224,0.875,0.875,2.31,2313968,43334348,2313968,50295836,11149232
repghostnet_058.in1k,224,224,0.875,0.875,2.55,2546388,59826484,2546388,69035100,14261556
repghostnet_080.in1k,224,224,0.875,0.875,3.28,3278968,95548852,3278968,107395188,17736948
repghostnet_100.in1k,224,224,0.875,0.875,4.07,4073604,142430976,4073604,157336112,21960944
repghostnet_111.in1k,224,224,0.875,0.875,4.54,4539984,170164760,4539984,186734920,24167764
repghostnet_130.in1k,224,224,0.875,0.875,5.48,5478612,231170892,5478612,251257132,28880316
repghostnet_150.in1k,224,224,0.875,0.875,6.58,6575336,301370048,6575336,324515104,33104328
repghostnet_200.in1k,224,224,0.875,0.875,9.8,9796124,515941268,9796124,547029972,43916040
repvgg_a0.rvgg_in1k,224,224,0.875,0.875,9.11,9108968,1512582120,9108968,1516295144,27242144
repvgg_a1.rvgg_in1k,224,224,0.875,0.875,14.09,14092264,2626489320,14092264,2631356392,35985312
repvgg_a2.rvgg_in1k,224,224,0.875,0.875,28.21,28210600,5685346280,28210600,5691743720,48354208
repvgg_b0.rvgg_in1k,224,224,0.875,0.875,15.82,15817960,3397192680,15817960,3403464680,47927200
repvgg_b1.rvgg_in1k,224,224,0.875,0.875,57.42,57415016,13128090600,57415016,13138928616,85010336
repvgg_b1g4.rvgg_in1k,224,224,0.875,0.875,39.97,39966056,8118518760,39966056,8129356776,85010336
repvgg_b2.rvgg_in1k,224,224,0.875,0.875,89.02,89022376,20418171880,89022376,20431317992,103652768
repvgg_b2g4.rvgg_in1k,224,224,0.875,0.875,61.76,61758376,12590715880,61758376,12603861992,103652768
repvgg_b3.rvgg_in1k,224,224,0.875,0.875,123.09,123085288,29120697320,123085288,29136051176,121891744
repvgg_b3g4.rvgg_in1k,224,224,0.875,0.875,83.83,83825128,17849160680,83825128,17864514536,121891744
repvgg_d2se.rvgg_in1k,320,320,1.0,1.0,133.33,133334836,74437351540,133334836,74484663308,385653380
repvit_m0_9.dist_300e_in1k,224,224,0.95,0.95,5.49,5489328,818613192,5489328,839697512,30447576
repvit_m0_9.dist_450e_in1k,224,224,0.95,0.95,5.49,5489328,818613192,5489328,839697512,30447576
repvit_m1.dist_in1k,224,224,0.95,0.95,5.49,5485248,817333704,5485248,838418024,33006552
repvit_m1_0.dist_300e_in1k,224,224,0.95,0.95,7.3,7302796,1109631688,7302796,1134230064,35521176
repvit_m1_0.dist_450e_in1k,224,224,0.95,0.95,7.3,7302796,1109631688,7302796,1134230064,35521176
repvit_m1_1.dist_300e_in1k,224,224,0.95,0.95,8.8,8802912,1340912256,8802912,1367624736,38587008
repvit_m1_1.dist_450e_in1k,224,224,0.95,0.95,8.8,8802912,1340912256,8802912,1367624736,38587008
repvit_m1_5.dist_300e_in1k,224,224,0.95,0.95,14.64,14644432,2279940208,14644432,2324170608,63681168
repvit_m1_5.dist_450e_in1k,224,224,0.95,0.95,14.64,14644432,2279940208,14644432,2324170608,63681168
repvit_m2.dist_in1k,224,224,0.95,0.95,8.8,8797984,1339306624,8797984,1366019104,41798272
repvit_m2_3.dist_300e_in1k,224,224,0.95,0.95,23.69,23688792,4526548032,23688792,4600252336,105945696
repvit_m2_3.dist_450e_in1k,224,224,0.95,0.95,23.69,23688792,4526548032,23688792,4600252336,105945696
repvit_m3.dist_in1k,224,224,0.95,0.95,10.68,10682832,1862269488,10682832,1901607600,61670608
res2net101_26w_4s.in1k,224,224,0.875,0.875,45.21,45206688,8067094524,45206688,8140285736,66133840
res2net101d.in1k,224,224,0.875,0.875,45.23,45225920,8306735228,45225920,8385947432,69897040
res2net50_14w_8s.in1k,224,224,0.875,0.875,25.06,25059816,4178962740,25059816,4231199016,47146928
res2net50_26w_4s.in1k,224,224,0.875,0.875,25.7,25699120,4255226956,25699120,4305127080,45208880
res2net50_26w_6s.in1k,224,224,0.875,0.875,37.05,37051448,6295596092,37051448,6356165160,53219792
res2net50_26w_8s.in1k,224,224,0.875,0.875,48.4,48403776,8335965228,48403776,8407203240,61230704
res2net50_48w_2s.in1k,224,224,0.875,0.875,25.29,25287304,4159888072,25287304,4206873064,42682832
res2net50d.in1k,224,224,0.875,0.875,25.72,25718352,4494867660,25718352,4550788776,48972080
res2next50.in1k,224,224,0.875,0.875,24.67,24671464,4172742568,24671464,4227219432,48553424
resmlp_12_224.fb_distilled_in1k,224,224,0.875,0.875,15.35,15350872,72905176,15350872,3022460392,22957904
resmlp_12_224.fb_in1k,224,224,0.875,0.875,15.35,15350872,72905176,15350872,3022460392,22957904
resmlp_24_224.fb_distilled_in1k,224,224,0.875,0.875,30.02,30020680,87547336,30020680,5986657768,45537104
resmlp_24_224.fb_in1k,224,224,0.875,0.875,30.02,30020680,87547336,30020680,5986657768,45537104
resmlp_36_224.fb_distilled_in1k,224,224,0.875,0.875,44.69,44690488,102189496,44690488,8950855144,68116304
resmlp_36_224.fb_in1k,224,224,0.875,0.875,44.69,44690488,102189496,44690488,8950855144,68116304
resmlp_big_24_224.fb_distilled_in1k,224,224,0.875,0.875,129.14,129138280,245085544,129138280,100433652712,364280528
resmlp_big_24_224.fb_in1k,224,224,0.875,0.875,129.14,129138280,245085544,129138280,100433652712,364280528
resmlp_big_24_224.fb_in22k_ft_in1k,224,224,0.875,0.875,129.14,129138280,245085544,129138280,100433652712,364280528
resnest101e.in1k,256,256,0.875,0.875,48.28,48275016,13321623432,48275016,13442112072,125062768
resnest14d.gluon_in1k,224,224,0.875,0.875,10.61,10611688,2749430920,10611688,2781725768,32151152
resnest200e.in1k,320,320,0.909,0.909,70.2,70201544,35519949320,70201544,35860164552,363656432
resnest269e.in1k,416,416,0.928,0.928,110.93,110929480,77349068680,110929480,78052481608,756721264
resnest26d.gluon_in1k,224,224,0.875,0.875,17.07,17069448,3623433768,17069448,3666255016,43822352
resnest50d.in1k,224,224,0.875,0.875,27.48,27483240,5371235592,27483240,5431598024,63275760
resnest50d_1s4x24d.in1k,224,224,0.875,0.875,25.68,25677000,4399899240,25677000,4457794600,59896304
resnest50d_4s2x40d.in1k,224,224,0.875,0.875,30.42,30417592,4369180120,30417592,4444136216,76396576
resnet101.a1_in1k,288,224,1.0,0.95,44.55,44549160,12894969704,44549160,13000203240,105471440
resnet101.a1_in1k,224,224,0.95,0.95,44.55,44549160,7801511784,44549160,7865129960,63806928
resnet101.a1h_in1k,288,224,1.0,0.95,44.55,44549160,12894969704,44549160,13000203240,105471440
resnet101.a1h_in1k,224,224,0.95,0.95,44.55,44549160,7801511784,44549160,7865129960,63806928
resnet101.a2_in1k,288,224,1.0,0.95,44.55,44549160,12894969704,44549160,13000203240,105471440
resnet101.a2_in1k,224,224,0.95,0.95,44.55,44549160,7801511784,44549160,7865129960,63806928
resnet101.a3_in1k,224,160,0.95,0.95,44.55,44549160,7801511784,44549160,7865129960,63806928
resnet101.a3_in1k,160,160,0.95,0.95,44.55,44549160,3981418344,44549160,4013825000,32558544
resnet101.gluon_in1k,224,224,0.875,0.875,44.55,44549160,7801511784,44549160,7865129960,63806928
resnet101.tv_in1k,224,224,0.875,0.875,44.55,44549160,7801511784,44549160,7865129960,63806928
resnet101.tv2_in1k,224,176,0.965,0.875,44.55,44549160,7801511784,44549160,7865129960,63806928
resnet101.tv2_in1k,176,176,0.875,0.875,44.55,44549160,4899966824,44549160,4939448296,39644368
resnet101c.gluon_in1k,224,224,0.875,0.875,44.57,44568392,8041152488,44568392,8107981800,67018192
resnet101d.gluon_in1k,224,224,0.875,0.875,44.57,44568392,8041152488,44568392,8110791656,67570128
resnet101d.ra2_in1k,320,256,1.0,0.95,44.57,44568392,16408272872,44568392,16550503400,137889744
resnet101d.ra2_in1k,256,256,0.95,0.95,44.57,44568392,10502070248,44568392,10593059816,88252368
resnet101s.gluon_in1k,224,224,0.875,0.875,44.67,44672936,9156665576,44672936,9231522792,72838608
resnet10t.c3_in1k,224,176,0.95,0.875,5.44,5435488,1097265880,5435488,1109001192,9900752
resnet10t.c3_in1k,176,176,0.875,0.875,5.44,5435488,698694872,5435488,705972712,6153296
resnet14t.c3_in1k,224,176,0.95,0.875,10.08,10081632,1676842968,10081632,1701610472,22712784
resnet14t.c3_in1k,176,176,0.875,0.875,10.08,10081632,1067639256,10081632,1083027944,14139600
resnet152.a1_in1k,288,224,1.0,0.95,60.19,60192808,19031544680,60192808,19178535912,147275216
resnet152.a1_in1k,224,224,0.95,0.95,60.19,60192808,11513779048,60192808,11602639848,89095632
resnet152.a1h_in1k,288,224,1.0,0.95,60.19,60192808,19031544680,60192808,19178535912,147275216
resnet152.a1h_in1k,224,224,0.95,0.95,60.19,60192808,11513779048,60192808,11602639848,89095632
resnet152.a2_in1k,288,224,1.0,0.95,60.19,60192808,19031544680,60192808,19178535912,147275216
resnet152.a2_in1k,224,224,0.95,0.95,60.19,60192808,11513779048,60192808,11602639848,89095632
resnet152.a3_in1k,224,160,0.95,0.95,60.19,60192808,11513779048,60192808,11602639848,89095632
resnet152.a3_in1k,160,160,0.95,0.95,60.19,60192808,5875454824,60192808,5920717800,45460944
resnet152.gluon_in1k,224,224,0.875,0.875,60.19,60192808,11513779048,60192808,11602639848,89095632
resnet152.tv_in1k,224,224,0.875,0.875,60.19,60192808,11513779048,60192808,11602639848,89095632
resnet152.tv2_in1k,224,176,0.965,0.875,60.19,60192808,11513779048,60192808,11602639848,89095632
resnet152.tv2_in1k,176,176,0.875,0.875,60.19,60192808,7191741288,60192808,7246788584,55256272
resnet152c.gluon_in1k,224,224,0.875,0.875,60.21,60212040,11753419752,60212040,11845491688,92306896
resnet152d.gluon_in1k,224,224,0.875,0.875,60.21,60212040,11753419752,60212040,11848301544,92858832
resnet152d.ra2_in1k,320,256,1.0,0.95,60.21,60212040,23984280552,60212040,24178074600,189499344
resnet152d.ra2_in1k,256,256,0.95,0.95,60.21,60212040,15350731752,60212040,15474705384,121282512
resnet152s.gluon_in1k,224,224,0.875,0.875,60.32,60316584,12868932840,60316584,12969032680,98127312
resnet18.a1_in1k,288,224,1.0,0.95,11.69,11689512,2998450536,11689512,3017020392,17007056
resnet18.a1_in1k,224,224,0.95,0.95,11.69,11689512,1814083944,11689512,1825313768,10289616
resnet18.a2_in1k,288,224,1.0,0.95,11.69,11689512,2998450536,11689512,3017020392,17007056
resnet18.a2_in1k,224,224,0.95,0.95,11.69,11689512,1814083944,11689512,1825313768,10289616
resnet18.a3_in1k,224,160,0.95,0.95,11.69,11689512,1814083944,11689512,1825313768,10289616
resnet18.a3_in1k,160,160,0.95,0.95,11.69,11689512,925809000,11689512,931533800,5251536
resnet18.fb_ssl_yfcc100m_ft_in1k,224,224,0.875,0.875,11.69,11689512,1814083944,11689512,1825313768,10289616
resnet18.fb_swsl_ig1b_ft_in1k,224,224,0.875,0.875,11.69,11689512,1814083944,11689512,1825313768,10289616
resnet18.gluon_in1k,224,224,0.875,0.875,11.69,11689512,1814083944,11689512,1825313768,10289616
resnet18.tv_in1k,224,224,0.875,0.875,11.69,11689512,1814083944,11689512,1825313768,10289616
resnet18d.ra2_in1k,288,224,0.95,0.875,11.71,11708744,3394591208,11708744,3419630568,22460624
resnet18d.ra2_in1k,224,224,0.875,0.875,11.71,11708744,2053724648,11708744,2068868072,13588688
resnet200d.ra2_in1k,320,256,1.0,0.95,64.69,64693064,31114621928,64693064,31387034600,268142544
resnet200d.ra2_in1k,256,256,0.95,0.95,64.69,64693064,19914159080,64693064,20088439784,171614160
resnet26.bt_in1k,288,224,0.95,0.875,16,15995176,3870588008,15995176,3917171688,46747088
resnet26.bt_in1k,224,224,0.875,0.875,16,15995176,2342288488,15995176,2370456552,28282320
resnet26d.bt_in1k,288,224,0.95,0.875,16.01,16014408,4266728680,16014408,4323265512,52967888
resnet26d.bt_in1k,224,224,0.875,0.875,16.01,16014408,2581929192,16014408,2616118248,32045520
resnet26t.ra2_in1k,320,256,1.0,0.94,16.01,16011872,5202566360,16011872,5271553000,64776144
resnet26t.ra2_in1k,256,256,0.94,0.94,16.01,16011872,3330391256,16011872,3374531560,41459664
resnet32ts.ra2_in1k,288,256,1.0,0.9,17.96,17963616,5830343656,17963616,5842629736,108967456
resnet32ts.ra2_in1k,256,256,0.9,0.9,17.96,17963616,4607013864,17963616,4616721384,86099872
resnet33ts.ra2_in1k,288,256,1.0,0.9,19.68,19676256,5989340136,19676256,6001688424,109360416
resnet33ts.ra2_in1k,256,256,0.9,0.9,19.68,19676256,4732586984,19676256,4742343656,86410144
resnet34.a1_in1k,288,224,1.0,0.95,21.8,21797672,6056105576,21797672,6082962408,26338256
resnet34.a1_in1k,224,224,0.95,0.95,21.8,21797672,3663779432,21797672,3680019432,15934416
resnet34.a2_in1k,288,224,1.0,0.95,21.8,21797672,6056105576,21797672,6082962408,26338256
resnet34.a2_in1k,224,224,0.95,0.95,21.8,21797672,3663779432,21797672,3680019432,15934416
resnet34.a3_in1k,224,160,0.95,0.95,21.8,21797672,3663779432,21797672,3680019432,15934416
resnet34.a3_in1k,160,160,0.95,0.95,21.8,21797672,1869534824,21797672,1877812200,8131536
resnet34.bt_in1k,288,224,0.95,0.875,21.8,21797672,6056105576,21797672,6082962408,26338256
resnet34.bt_in1k,224,224,0.875,0.875,21.8,21797672,3663779432,21797672,3680019432,15934416
resnet34.gluon_in1k,224,224,0.875,0.875,21.8,21797672,3663779432,21797672,3680019432,15934416
resnet34.tv_in1k,224,224,0.875,0.875,21.8,21797672,3663779432,21797672,3680019432,15934416
resnet34d.ra2_in1k,288,224,0.95,0.875,21.82,21816904,6452246248,21816904,6485572584,31791824
resnet34d.ra2_in1k,224,224,0.875,0.875,21.82,21816904,3903420136,21816904,3923573736,19233488
resnet50.a1_in1k,288,224,1.0,0.95,25.56,25557032,6758388584,25557032,6829833192,71630288
resnet50.a1_in1k,224,224,0.95,0.95,25.56,25557032,4089238376,25557032,4132436968,43335120
resnet50.a1h_in1k,224,176,1.0,0.9,25.56,25557032,4089238376,25557032,4132436968,43335120
resnet50.a1h_in1k,176,176,0.9,0.9,25.56,25557032,2608186216,25557032,2635081704,27006160
resnet50.a2_in1k,288,224,1.0,0.95,25.56,25557032,6758388584,25557032,6829833192,71630288
resnet50.a2_in1k,224,224,0.95,0.95,25.56,25557032,4089238376,25557032,4132436968,43335120
resnet50.a3_in1k,224,160,0.95,0.95,25.56,25557032,4089238376,25557032,4132436968,43335120
resnet50.a3_in1k,160,160,0.95,0.95,25.56,25557032,2087375720,25557032,2109389800,22113744
resnet50.am_in1k,224,224,0.875,0.875,25.56,25557032,4089238376,25557032,4132436968,43335120
resnet50.b1k_in1k,288,224,1.0,0.95,25.56,25557032,6758388584,25557032,6829833192,71630288
resnet50.b1k_in1k,224,224,0.95,0.95,25.56,25557032,4089238376,25557032,4132436968,43335120
resnet50.b2k_in1k,288,224,1.0,0.95,25.56,25557032,6758388584,25557032,6829833192,71630288
resnet50.b2k_in1k,224,224,0.95,0.95,25.56,25557032,4089238376,25557032,4132436968,43335120
resnet50.bt_in1k,288,224,0.95,0.875,25.56,25557032,6758388584,25557032,6829833192,71630288
resnet50.bt_in1k,224,224,0.875,0.875,25.56,25557032,4089238376,25557032,4132436968,43335120
resnet50.c1_in1k,288,224,1.0,0.95,25.56,25557032,6758388584,25557032,6829833192,71630288
resnet50.c1_in1k,224,224,0.95,0.95,25.56,25557032,4089238376,25557032,4132436968,43335120
resnet50.c2_in1k,288,224,1.0,0.95,25.56,25557032,6758388584,25557032,6829833192,71630288
resnet50.c2_in1k,224,224,0.95,0.95,25.56,25557032,4089238376,25557032,4132436968,43335120
resnet50.d_in1k,288,224,1.0,0.95,25.56,25557032,6758388584,25557032,6829833192,71630288
resnet50.d_in1k,224,224,0.95,0.95,25.56,25557032,4089238376,25557032,4132436968,43335120
resnet50.fb_ssl_yfcc100m_ft_in1k,224,224,0.875,0.875,25.56,25557032,4089238376,25557032,4132436968,43335120
resnet50.fb_swsl_ig1b_ft_in1k,224,224,0.875,0.875,25.56,25557032,4089238376,25557032,4132436968,43335120
resnet50.gluon_in1k,224,224,0.875,0.875,25.56,25557032,4089238376,25557032,4132436968,43335120
resnet50.ra_in1k,288,224,0.95,0.875,25.56,25557032,6758388584,25557032,6829833192,71630288
resnet50.ra_in1k,224,224,0.875,0.875,25.56,25557032,4089238376,25557032,4132436968,43335120
resnet50.ram_in1k,288,224,0.95,0.875,25.56,25557032,6758388584,25557032,6829833192,71630288
resnet50.ram_in1k,224,224,0.875,0.875,25.56,25557032,4089238376,25557032,4132436968,43335120
resnet50.tv_in1k,224,224,0.875,0.875,25.56,25557032,4089238376,25557032,4132436968,43335120
resnet50.tv2_in1k,224,176,0.965,0.875,25.56,25557032,4089238376,25557032,4132436968,43335120
resnet50.tv2_in1k,176,176,0.875,0.875,25.56,25557032,2608186216,25557032,2635081704,27006160
resnet50_gn.a1h_in1k,288,224,0.95,0.94,25.56,25557032,6758388584,25557032,6793089000,71630288
resnet50_gn.a1h_in1k,224,224,0.94,0.94,25.56,25557032,4089238376,25557032,4110209000,43335120
resnet50c.gluon_in1k,224,224,0.875,0.875,25.58,25576264,4328879080,25576264,4375288808,46546384
resnet50d.a1_in1k,288,224,1.0,0.95,25.58,25576264,7154529256,25576264,7235927016,77851088
resnet50d.a1_in1k,224,224,0.95,0.95,25.58,25576264,4328879080,25576264,4378098664,47098320
resnet50d.a2_in1k,288,224,1.0,0.95,25.58,25576264,7154529256,25576264,7235927016,77851088
resnet50d.a2_in1k,224,224,0.95,0.95,25.58,25576264,4328879080,25576264,4378098664,47098320
resnet50d.a3_in1k,224,160,0.95,0.95,25.58,25576264,4328879080,25576264,4378098664,47098320
resnet50d.a3_in1k,160,160,0.95,0.95,25.58,25576264,2209641448,25576264,2234727400,24033744
resnet50d.gluon_in1k,224,224,0.875,0.875,25.58,25576264,4328879080,25576264,4378098664,47098320
resnet50d.ra2_in1k,288,224,0.95,0.875,25.58,25576264,7154529256,25576264,7235927016,77851088
resnet50d.ra2_in1k,224,224,0.875,0.875,25.58,25576264,4328879080,25576264,4378098664,47098320
resnet50d.ra4_e3600_r224_in1k,288,224,1.0,0.95,25.58,25576264,7154529256,25576264,7235927016,77851088
resnet50d.ra4_e3600_r224_in1k,224,224,0.95,0.95,25.58,25576264,4328879080,25576264,4378098664,47098320
resnet50s.gluon_in1k,224,224,0.875,0.875,25.68,25680808,5444392168,25680808,5498829800,52366800
